Country,Query,Status,Excluding AMP,Difference after excluding AMP,Match,Streamlined_Match,AMP Cited
Croatia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Cuba,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI provides wrong info,No,
Cuba,2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,
Cuba,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,
Cuba,4. Does the law limit isolation to a list?,New document identified - suggest including,,,No - AI provides additional info missed by human,AI finds something missed or incorrectly interpreted by SME,
Cuba,5. Allow for to isolation of contacts?,New document identified - suggest including,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,
Cuba,6. What level of government quarantines?,New document identified - suggest excluding,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,
Cuba,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,
Cuba,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,,,No - AI misses info found by human,No,
Cyprus,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Cyprus,2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,
Cyprus,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Cyprus,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Cyprus,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Cyprus,6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,
Cyprus,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Cyprus,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Czechia (Czech Republic),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Czechia (Czech Republic),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Czechia (Czech Republic),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Czechia (Czech Republic),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Czechia (Czech Republic),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Czechia (Czech Republic),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Czechia (Czech Republic),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Czechia (Czech Republic),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Democratic Republic of the Congo (DRC),1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Democratic Republic of the Congo (DRC),2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,
Democratic Republic of the Congo (DRC),3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Democratic Republic of the Congo (DRC),4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Democratic Republic of the Congo (DRC),5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Democratic Republic of the Congo (DRC),6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,
Democratic Republic of the Congo (DRC),7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Democratic Republic of the Congo (DRC),8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Denmark,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Denmark,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Denmark,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Denmark,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Denmark,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Denmark,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Denmark,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Denmark,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Djibouti,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Djibouti,2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,
Djibouti,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Djibouti,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Djibouti,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Djibouti,6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,
Djibouti,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Djibouti,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Dominica,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Dominica,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Dominica,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Dominica,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Dominica,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Dominica,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Dominica,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Dominica,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Dominican Republic,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Dominican Republic,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Dominican Republic,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Dominican Republic,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.27.36.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/A9vx3FE4KXpyeAxDcZu1hQ/5DS56sKCY6RALhnw4b9G5lRMmpJgST21A98tDTtxQNGe5OdOvHauWpg6qN8BMdbm54iqpiKkoX1sElz7sM9At1LSF9KfnxNrxDlidTSzMrzjvZ6585l7D6Iv6pGG0JHuQzoGDVyIggY8IMO1WepSiHCcy3qrIPfWYHVriO1pFl9ICNTPgYY2yHBiD7I2iOxs/U81zwXahPoDXYYgqqfXGoP7cq_GVtXx-ZmEzEqvSFPo),No major difference,No - AI misses info found by human,No,checked
Dominican Republic,5. Allow for to isolation of contacts?,New document identified - suggest excluding,Screenshot 2024-09-15 at 14.28.20.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/t_5PngVlRHCYVBIQikj9yA/yKh46fIiWS88Wyj1OnbJInj1oI8UO7ZSyHxGmDDxKGzmFFAfVOqnlsH9IlFH91ZJmbmMpJDMqJRV7RtsUzAixpJXOo3ZuWlMZf404Yp3N7ebRcmilvfAw5z7IHkkrLipvjVPVpOHX9bZwkpPqnx6buyAoM7jkiT-9ZjvYCYq7EBjngfO1GTT0Qp8kNuOrBs-/pljUNAaUNrfO2MFP-SYhFdqDs7Bp3tkxur7lUrbYnMk),Major difference,Yes,Yes,checked
Dominican Republic,6. What level of government quarantines?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.29.00.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/7dzwcJtwsIlpbt0mG0c4yg/2usQuSPLAoYn1kDSXOa0dnuv2HMDzV9qndM9ifC_0rYmE-fAJWwlSi-oqW5GOGvzc0EBb7jSGJtASEOZbaIXjYZZXmqC1lQWX96fUS7Enb91b8boGLhHgd2sVFceBuOsS6xVMZU99inTogVlEkcJORampR8kLuzduwxpetftpyGVaik89iT9WgwhURuHqG-x/-SmSG8mIBldsyoND3RazAA_mg0iXZ6mdQggfLTlvP3o),Major difference,No - AI misses info found by human,No,checked
Dominican Republic,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.26.08.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/ItRWzPJ5-duo-FrJjO_uKA/iFpfTFnb6efRKIjeZodbQRcVkLA4GFtMTuFs4uXCYjzaOWsGe68gVZawlM8jgw6LA_R6shxF_D055A4XwKSzA08ytSRN8IMkrf2qBN5JWya-fyp7UpSKlFGoVh4aHVY6GBk67yOk3NxJkxA1UmE4rDq57ugXBCEcjAW9PI4Tv2GFOucbSqgxJlhkVNCth2ss/2ihHZD-dbJX-dEpwstRfHEo58REJmjgCrus1ovGGX0I),No major difference,No - AI misses info found by human,No,checked
Dominican Republic,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Ecuador,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Ecuador,2. What level of government isolates?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Ecuador,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI provides wrong info,No,
Ecuador,4. Does the law limit isolation to a list?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Ecuador,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Ecuador,6. What level of government quarantines?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Ecuador,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI provides wrong info,No,
Ecuador,8. Does the law limit quarantine to a list?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Egypt,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Egypt,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Egypt,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Egypt,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Egypt,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Egypt,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Egypt,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Egypt,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
El Salvador,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
El Salvador,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
El Salvador,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
El Salvador,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
El Salvador,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
El Salvador,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
El Salvador,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
El Salvador,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Equatorial Guinea,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Equatorial Guinea,2. What level of government isolates?,New document identified - suggest excluding,,,No - AI misses info found by human,No,
Equatorial Guinea,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Equatorial Guinea,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Equatorial Guinea,5. Allow for to isolation of contacts?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Equatorial Guinea,6. What level of government quarantines?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Equatorial Guinea,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Equatorial Guinea,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Eritrea,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Eritrea,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Eritrea,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Eritrea,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Eritrea,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Eritrea,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Eritrea,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Eritrea,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Estonia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Estonia,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Estonia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Estonia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Estonia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Estonia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Estonia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Estonia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Eswatini (Swaziland),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Eswatini (Swaziland),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Eswatini (Swaziland),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Eswatini (Swaziland),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Eswatini (Swaziland),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Eswatini (Swaziland),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Eswatini (Swaziland),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Eswatini (Swaziland),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Ethiopia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Ethiopia,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Ethiopia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Ethiopia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Ethiopia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Ethiopia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Ethiopia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Ethiopia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Fiji,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Fiji,2. What level of government isolates?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.32.22.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/hRrFSkzutjgMPqXqWx2w9A/2cTanUEkbBeZ31GnsWcxP60oftYH7-sdhzC7ptKe352Ce5soiHoAyTgOt7r_0eOzMeVDctQiLQvyoYs3uBvqylseq2tzSZCfaYM9DZPbRcsXM5kIl5_ciOqQbIQjuqH62jBEOe7atRNsKlFAxl8kpPFnDYyizXqD1K1O77aJ3sLKhnpMCLpIGGpWnRaWG447/pAeDDXYNxptv2N2f1kUwRJ0D4QA6lNb4X9KVXQq4tlc),No major difference,Yes,Yes,checked
Fiji,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.32.43.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/RfVXnB_5WXIb1VgQ3eGPkg/p24v5rWxlaVkuy8vgDCyNrJKSnWVcOSgIBWQZLOO3Cyl08Pv9A-g6vS7JKgcDtMNnkAjj898lvSedNJFgnDjeTmBEpL4pHnEovHDAT0H-FopnxyvcYTzk1M6r-EEz6_9iTbvMvKntgbG45Tzr0vEQU6mWZW_yZe0IsztpGExqkzPUaZSUNVotmjas3d_70MA/Q7rLudurnzSCJKYdZWSXfQB7DzNNzpeUxk8zl3HkY9k),No major difference,Yes,Yes,checked
Fiji,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.33.23.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/ORW4Wsmc-tcMFFkRFt0utA/CBiOx058gqIQF50NTvJiV7D1gqA6Lbmpzlz9NK6yEFFxfLVEh3K9LtKouf5TrQiEk43A5iOYKTw1xYM-FoAeFXg4060MeUoDWtdEG8lvnS8hJcum5DARdiRG2tUbHo9wRyVYO2evuzCiEJWjslGOhEVeh__UHpD_WNnS5UeyFzdJgVWjjFZNkXBMmkNwBH8F/2CHR6J0Xm_CUNwh8nlV6gR0-p931tIpDltgPzFg0cBY),Major difference,No - AI provides wrong info,No,checked
Fiji,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Fiji,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Fiji,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Fiji,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Finland,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Finland,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Finland,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.54.15.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/ACCjqDktOgGMat0jOZTOzA/L5O7GNKIU5-qRGTHtJRNxdI1zgDaLBW2iJr7ZHA2F-nntIyWG0fNVf0DLTUwecmfqIkAtuMwp5M5QH_pfA7wkgpc1CKFF_1WNUFO62eYeiP2BRaObd8bJyxeRu2sX5e4IrCHFwQEHf6VJcCRrChxZ6Vf65hXtCkBUMd2wF3_AcwjsYzO_VfggVl02QXLCVnj/MnphdfDebr5SQ_5aU0ir3NaBjQmzN8n3um8ufusEyx8),No major difference,Yes,Yes,checked
Finland,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.55.57.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/Im1dzqPaihSehAv5b0NRxg/CNo24sSNbODQ_jXf0wyB2_yD9NI33x3eKENqcTy3RkWHWeE-nyVonjarZj-LwW3fmrVtjZo5xZ0qx2Xa0fOVXUTroMPmIhK07KA6WLF0TLB7Kj6xlwK5R4b7xR6ohCTzgOHinaRy4am7-GeY5ro24yyinvpgax5_teqF3sJXEfXroSjQkhOct0Gdt3fjkdTx/JMTkYNt1vJcw5AZhaSiRd8GXls_J8SYe2AVlJ-JNWig),No major difference,Yes,Yes,checked
Finland,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.56.19.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/W6Z7v_s8Wu8r1MHryTiOaQ/3Kyg-7SUfu7IBUsTIRmI_LqoSsCvHwrYzFmURqoO-oJ2JVs6HqoXFHjWIWGnW2HjNTwz179Gz557ViLIe81IHiwpCZGcDUFePHZsV4-o8F8ysaR0J-JXTfhUBlIRXNmJkIiQIA31MGL3SDEuqqFR8PeEMxlzNYqY-3SHcU5RGBnxNGPV5XgABwmrH1eVLwHy/u_Ms6pgLtR8kdkUWx9Zd1duqTj8TALufN4wxfZDu0XY),No major difference,Yes,Yes,checked
Finland,6. What level of government quarantines?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.56.27.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/hnWS8_pk3tOV1SMGoPhxWw/QiHStGPkeR8P3VmxxqhNUmSR9D5m7DRXX_LoHxMwp85Fm6rv_VN9ZNg_U17mK16W85QrAQYeZsbY6MRaXnmoIUvfGbhdaVxhPgItzAtgsbaEHDySwJFqfVPW_NcVExeK2ueu5hAsHfUaRoBnwRIbY_lexYFN7jmiQUdobRFQUagBe8DDIFyvk8xJkeFcCaBM/DvF0-tApGw0JuVL-HeTa6tpiee2PiSaQNCdBCou2mvY),No major difference,Yes,Yes,checked
Finland,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.56.30.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/a7cb_S5hs88uO9_72bGgFQ/HI7Ll9kVhOmHnmGJQ7CV_4OVv3tQ-Fu7XwbEb38hZHyJZAlavKiS0dUEVr6h9RmScfvUySM042ExhPtru-rBssOwYEtw_5pp8JLdgPX0XHMXm44ec87TJO2CnuuBhPCRwzjUkmqYUtX3bJhBeRaGiVg5vXZSlQLjYCYlcU_eLE1M-l2iIZyaLNRMvS-4UjBP/bA7kSbHBhvqs_s20QDt2JdY2c1Vey2ndV5R0Fz0PKDY),No major difference,Yes,Yes,checked
Finland,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
France,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
France,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
France,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
France,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
France,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
France,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
France,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
France,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Gabon,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Gabon,2. What level of government isolates?,No relevant documents identified,,,No - AI provides wrong info,No,
Gabon,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI provides wrong info,No,
Gabon,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI provides wrong info,No,
Gabon,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI provides wrong info,No,
Gabon,6. What level of government quarantines?,No relevant documents identified,,,No - AI provides wrong info,No,
Gabon,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI provides wrong info,No,
Gabon,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Gambia (Republic of The),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,No - Both AI misses info found by human and human misses info found by AI,No,
Gambia (Republic of The),2. What level of government isolates?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Gambia (Republic of The),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Gambia (Republic of The),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Gambia (Republic of The),5. Allow for to isolation of contacts?,New document identified - suggest including,,,No - AI provides wrong info,No,
Gambia (Republic of The),6. What level of government quarantines?,New document identified - suggest including,,,No - AI provides wrong info,No,
Gambia (Republic of The),7. Quarantine enforcement mechanisms?,New document identified - suggest including,,,No - AI provides wrong info,No,
Gambia (Republic of The),8. Does the law limit quarantine to a list?,New document identified - suggest including,,,No - AI provides wrong info,No,
Georgia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Georgia,2. What level of government isolates?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Georgia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Georgia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Georgia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Georgia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Georgia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Georgia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Germany,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Germany,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Germany,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Germany,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Germany,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Germany,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Germany,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Germany,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Ghana,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Ghana,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Ghana,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Ghana,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Ghana,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Ghana,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Ghana,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Ghana,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Greece,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Greece,2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,
Greece,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Greece,4. Does the law limit isolation to a list?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Greece,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Greece,6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,
Greece,7. Quarantine enforcement mechanisms?,New document identified - suggest including,,,No - AI provides wrong info,No,
Greece,8. Does the law limit quarantine to a list?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Grenada,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Grenada,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Grenada,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Grenada,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Grenada,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Grenada,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Grenada,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Grenada,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Guatemala,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI provides wrong info,No,
Guatemala,2. What level of government isolates?,No relevant documents identified,,,No - AI provides wrong info,No,
Guatemala,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI provides wrong info,No,
Guatemala,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI provides wrong info,No,
